City,Date,PM2.5,PM10,NO2,CO,SO2,AQI
Mumbai,"Monday, January 16, 2017",,,,,,0
Mumbai,"Tuesday, January 17, 2017",,,,,,0
Mumbai,"Wednesday, January 18, 2017",,,,,,0
Mumbai,"Thursday, January 19, 2017",,,,,,0
Mumbai,"Friday, January 20, 2017",,,,,,0
Mumbai,"Saturday, January 21, 2017",,,,,,0
Mumbai,"Sunday, January 22, 2017",,,,,,0
Mumbai,"Monday, January 23, 2017",,,,,,0
Mumbai,"Tuesday, January 24, 2017",,,,,,0
Mumbai,"Wednesday, January 25, 2017",,,,,,0
Mumbai,"Thursday, January 26, 2017",,,,,,0
Mumbai,"Friday, January 27, 2017",,,,,,0
Mumbai,"Saturday, January 28, 2017",,,,,,0
Mumbai,"Sunday, January 29, 2017",,,,,,0
Mumbai,"Monday, January 30, 2017",,,,,,0
Mumbai,"Tuesday, January 31, 2017",,,,,,0
Mumbai,"Wednesday, February 1, 2017",,,,,,0
Mumbai,"Thursday, February 2, 2017",,,,,,0
Mumbai,"Friday, February 3, 2017",,,,,,0
Mumbai,"Saturday, February 4, 2017",,,,,,0
Mumbai,"Sunday, February 5, 2017",,,,,,0
Mumbai,"Monday, February 6, 2017",,,,,,0
Mumbai,"Tuesday, February 7, 2017",,,,,,0
Mumbai,"Wednesday, February 8, 2017",,,,,,0
Mumbai,"Thursday, February 9, 2017",,,,,,0
Mumbai,"Friday, February 10, 2017",,,,,,0
Mumbai,"Saturday, February 11, 2017",,,,,,0
Mumbai,"Sunday, February 12, 2017",,,,,,0
Mumbai,"Monday, February 13, 2017",,,,,,0
Mumbai,"Tuesday, February 14, 2017",,,,,,0
Mumbai,"Wednesday, February 15, 2017",,,,,,0
Mumbai,"Thursday, February 16, 2017",,,,,,0
Mumbai,"Friday, February 17, 2017",,,,,,0
Mumbai,"Saturday, February 18, 2017",,,,,,0
Mumbai,"Sunday, February 19, 2017",,,,,,0
Mumbai,"Monday, February 20, 2017",,,,,,0
Mumbai,"Tuesday, February 21, 2017",,,,,,0
Mumbai,"Wednesday, February 22, 2017",,,,,,0
Mumbai,"Thursday, February 23, 2017",,,,,,0
Mumbai,"Friday, February 24, 2017",,,,,,0
Mumbai,"Saturday, February 25, 2017",,,,,,0
Mumbai,"Sunday, February 26, 2017",,,,,,0
Mumbai,"Monday, February 27, 2017",,,,,,0
Mumbai,"Tuesday, February 28, 2017",,,,,,0
Mumbai,"Wednesday, March 1, 2017",,,,,,0
Mumbai,"Thursday, March 2, 2017",,,,,,0
Mumbai,"Friday, March 3, 2017",,,,,,0
Mumbai,"Saturday, March 4, 2017",,,,,,0
Mumbai,"Sunday, March 5, 2017",,,,,,0
Mumbai,"Monday, March 6, 2017",,,,,,0
Mumbai,"Tuesday, March 7, 2017",,,,,,0
Mumbai,"Wednesday, March 8, 2017",,,,,,0
Mumbai,"Thursday, March 9, 2017",,,,,,0
Mumbai,"Friday, March 10, 2017",,,,,,0
Mumbai,"Saturday, March 11, 2017",,,,,,0
Mumbai,"Sunday, March 12, 2017",,,,,,0
Mumbai,"Monday, March 13, 2017",,,,,,0
Mumbai,"Tuesday, March 14, 2017",,,,,,0
Mumbai,"Wednesday, March 15, 2017",,,,,,0
Mumbai,"Thursday, March 16, 2017",,,,,,0
Mumbai,"Friday, March 17, 2017",,,,,,0
Mumbai,"Saturday, March 18, 2017",,,,,,0
Mumbai,"Sunday, March 19, 2017",,,,,,0
Mumbai,"Monday, March 20, 2017",,,,,,0
Mumbai,"Tuesday, March 21, 2017",,,,,,0
Mumbai,"Wednesday, March 22, 2017",,,,,,0
Mumbai,"Thursday, March 23, 2017",,,,,,0
Mumbai,"Friday, March 24, 2017",,,,,,0
Mumbai,"Saturday, March 25, 2017",,,,,,0
Mumbai,"Sunday, March 26, 2017",,,,,,0
Mumbai,"Monday, March 27, 2017",,,,,,0
Mumbai,"Tuesday, March 28, 2017",,,,,,0
Mumbai,"Wednesday, March 29, 2017",,,,,,0
Mumbai,"Thursday, March 30, 2017",,,,,,0
Mumbai,"Friday, March 31, 2017",,,,,,0
Mumbai,"Saturday, April 1, 2017",,,,,,0
Mumbai,"Sunday, April 2, 2017",,,,,,0
Mumbai,"Monday, April 3, 2017",,,,,,0
Mumbai,"Tuesday, April 4, 2017",,,,,,0
Mumbai,"Wednesday, April 5, 2017",,,,,,0
Mumbai,"Thursday, April 6, 2017",,,,,,0
Mumbai,"Friday, April 7, 2017",,,,,,0
Mumbai,"Saturday, April 8, 2017",,,,,,0
Mumbai,"Sunday, April 9, 2017",,,,,,0
Mumbai,"Monday, April 10, 2017",,,,,,0
Mumbai,"Tuesday, April 11, 2017",,,,,,0
Mumbai,"Wednesday, April 12, 2017",,,,,,0
Mumbai,"Thursday, April 13, 2017",,,,,,0
Mumbai,"Friday, April 14, 2017",,,,,,0
Mumbai,"Saturday, April 15, 2017",,,,,,0
Mumbai,"Sunday, April 16, 2017",,,,,,0
Mumbai,"Monday, April 17, 2017",,,,,,0
Mumbai,"Tuesday, April 18, 2017",,,,,,0
Mumbai,"Wednesday, April 19, 2017",,,,,,0
Mumbai,"Thursday, April 20, 2017",,,,,,0
Mumbai,"Friday, April 21, 2017",,,,,,0
Mumbai,"Saturday, April 22, 2017",,,,,,0
Mumbai,"Sunday, April 23, 2017",,,,,,0
Mumbai,"Monday, April 24, 2017",,,,,,0
Mumbai,"Tuesday, April 25, 2017",,,,,,0
Mumbai,"Wednesday, April 26, 2017",,,,,,0
Mumbai,"Thursday, April 27, 2017",,,,,,0
Mumbai,"Friday, April 28, 2017",,,,,,0
Mumbai,"Saturday, April 29, 2017",,,,,,0
Mumbai,"Sunday, April 30, 2017",,,,,,0
Mumbai,"Monday, May 1, 2017",,,,,,0
Mumbai,"Tuesday, May 2, 2017",,,,,,0
Mumbai,"Wednesday, May 3, 2017",,,,,,0
Mumbai,"Thursday, May 4, 2017",,,,,,0
Mumbai,"Friday, May 5, 2017",,,,,,0
Mumbai,"Saturday, May 6, 2017",,,,,,0
Mumbai,"Sunday, May 7, 2017",,,,,,0
Mumbai,"Monday, May 8, 2017",,,,,,0
Mumbai,"Tuesday, May 9, 2017",,,,,,0
Mumbai,"Wednesday, May 10, 2017",,,,,,0
Mumbai,"Thursday, May 11, 2017",,,,,,0
Mumbai,"Friday, May 12, 2017",,,,,,0
Mumbai,"Saturday, May 13, 2017",,,,,,0
Mumbai,"Sunday, May 14, 2017",,,,,,0
Mumbai,"Monday, May 15, 2017",,,,,,0
Mumbai,"Tuesday, May 16, 2017",,,,,,0
Mumbai,"Wednesday, May 17, 2017",,,,,,0
Mumbai,"Thursday, May 18, 2017",,,,,,0
Mumbai,"Friday, May 19, 2017",,,,,,0
Mumbai,"Saturday, May 20, 2017",,,,,,0
Mumbai,"Sunday, May 21, 2017",,,,,,0
Mumbai,"Monday, May 22, 2017",,,,,,0
Mumbai,"Tuesday, May 23, 2017",,,,,,0
Mumbai,"Wednesday, May 24, 2017",,,,,,0
Mumbai,"Thursday, May 25, 2017",,,,,,0
Mumbai,"Friday, May 26, 2017",,,,,,0
Mumbai,"Saturday, May 27, 2017",,,,,,0
Mumbai,"Sunday, May 28, 2017",,,,,,0
Mumbai,"Monday, May 29, 2017",,,,,,0
Mumbai,"Tuesday, May 30, 2017",,,,,,0
Mumbai,"Wednesday, May 31, 2017",,,,,,0
Mumbai,"Thursday, June 1, 2017",,,,,,0
Mumbai,"Friday, June 2, 2017",,,,,,0
Mumbai,"Saturday, June 3, 2017",,,,,,0
Mumbai,"Sunday, June 4, 2017",,,,,,0
Mumbai,"Monday, June 5, 2017",,,,,,0
Mumbai,"Tuesday, June 6, 2017",,,,,,0
Mumbai,"Wednesday, June 7, 2017",,,,,,0
Mumbai,"Thursday, June 8, 2017",,,,,,0
Mumbai,"Friday, June 9, 2017",,,,,,0
Mumbai,"Saturday, June 10, 2017",,,,,,0
Mumbai,"Sunday, June 11, 2017",,,,,,0
Mumbai,"Monday, June 12, 2017",,,,,,0
Mumbai,"Tuesday, June 13, 2017",,,,,,0
Mumbai,"Wednesday, June 14, 2017",,,,,,0
Mumbai,"Thursday, June 15, 2017",,,,,,0
Mumbai,"Friday, June 16, 2017",,,,,,0
Mumbai,"Saturday, June 17, 2017",,,,,,0
Mumbai,"Sunday, June 18, 2017",,,,,,0
Mumbai,"Monday, June 19, 2017",,,,,,0
Mumbai,"Tuesday, June 20, 2017",,,,,,0
Mumbai,"Wednesday, June 21, 2017",,,,,,0
Mumbai,"Thursday, June 22, 2017",,,,,,0
Mumbai,"Friday, June 23, 2017",,,,,,0
Mumbai,"Saturday, June 24, 2017",,,,,,0
Mumbai,"Sunday, June 25, 2017",,,,,,0
Mumbai,"Monday, June 26, 2017",,,,,,0
Mumbai,"Tuesday, June 27, 2017",,,,,,0
Mumbai,"Wednesday, June 28, 2017",,,,,,0
Mumbai,"Thursday, June 29, 2017",,,,,,0
Mumbai,"Friday, June 30, 2017",,,,,,0
Mumbai,"Saturday, July 1, 2017",,,,,,0
Mumbai,"Sunday, July 2, 2017",,,,,,0
Mumbai,"Monday, July 3, 2017",,,,,,0
Mumbai,"Tuesday, July 4, 2017",,,,,,0
Mumbai,"Wednesday, July 5, 2017",,,,,,0
Mumbai,"Thursday, July 6, 2017",,,,,,0
Mumbai,"Friday, July 7, 2017",,,,,,0
Mumbai,"Saturday, July 8, 2017",,,,,,0
Mumbai,"Sunday, July 9, 2017",,,,,,0
Mumbai,"Monday, July 10, 2017",,,,,,0
Mumbai,"Tuesday, July 11, 2017",,,,,,0
Mumbai,"Wednesday, July 12, 2017",,,,,,0
Mumbai,"Thursday, July 13, 2017",,,,,,0
Mumbai,"Friday, July 14, 2017",,,,,,0
Mumbai,"Saturday, July 15, 2017",,,,,,0
Mumbai,"Sunday, July 16, 2017",,,,,,0
Mumbai,"Monday, July 17, 2017",,,,,,0
Mumbai,"Tuesday, July 18, 2017",,,,,,0
Mumbai,"Wednesday, July 19, 2017",,,,,,0
Mumbai,"Thursday, July 20, 2017",,,,,,0
Mumbai,"Friday, July 21, 2017",,,,,,0
Mumbai,"Saturday, July 22, 2017",,,,,,0
Mumbai,"Sunday, July 23, 2017",,,,,,0
Mumbai,"Monday, July 24, 2017",,,,,,0
Mumbai,"Tuesday, July 25, 2017",,,,,,0
Mumbai,"Wednesday, July 26, 2017",,,,,,0
Mumbai,"Thursday, July 27, 2017",,,,,,0
Mumbai,"Friday, July 28, 2017",,,,,,0
Mumbai,"Saturday, July 29, 2017",,,,,,0
Mumbai,"Sunday, July 30, 2017",,,,,,0
Mumbai,"Monday, July 31, 2017",,,,,,0
Mumbai,"Tuesday, August 1, 2017",,,,,,0
Mumbai,"Wednesday, August 2, 2017",,,,,,0
Mumbai,"Thursday, August 3, 2017",,,,,,0
Mumbai,"Friday, August 4, 2017",,,,,,0
Mumbai,"Saturday, August 5, 2017",,,,,,0
Mumbai,"Sunday, August 6, 2017",,,,,,0
Mumbai,"Monday, August 7, 2017",,,,,,0
Mumbai,"Tuesday, August 8, 2017",,,,,,0
Mumbai,"Wednesday, August 9, 2017",,,,,,0
Mumbai,"Thursday, August 10, 2017",,,,,,0
Mumbai,"Friday, August 11, 2017",,,,,,0
Mumbai,"Saturday, August 12, 2017",,,,,,0
Mumbai,"Sunday, August 13, 2017",,,,,,0
Mumbai,"Monday, August 14, 2017",,,,,,0
Mumbai,"Tuesday, August 15, 2017",,,,,,0
Mumbai,"Wednesday, August 16, 2017",,,,,,0
Mumbai,"Thursday, August 17, 2017",,,,,,0
Mumbai,"Friday, August 18, 2017",,,,,,0
Mumbai,"Saturday, August 19, 2017",,,,,,0
Mumbai,"Sunday, August 20, 2017",,,,,,0
Mumbai,"Monday, August 21, 2017",,,,,,0
Mumbai,"Tuesday, August 22, 2017",,,,,,0
Mumbai,"Wednesday, August 23, 2017",,,,,,0
Mumbai,"Thursday, August 24, 2017",,,,,,0
Mumbai,"Friday, August 25, 2017",,,,,,0
Mumbai,"Saturday, August 26, 2017",,,,,,0
Mumbai,"Sunday, August 27, 2017",,,,,,0
Mumbai,"Monday, August 28, 2017",,,,,,0
Mumbai,"Tuesday, August 29, 2017",,,,,,0
Mumbai,"Wednesday, August 30, 2017",,,,,,0
Mumbai,"Thursday, August 31, 2017",,,,,,0
Mumbai,"Friday, September 1, 2017",,,,,,0
Mumbai,"Saturday, September 2, 2017",,,,,,0
Mumbai,"Sunday, September 3, 2017",,,,,,0
Mumbai,"Monday, September 4, 2017",,,,,,0
Mumbai,"Tuesday, September 5, 2017",,,,,,0
Mumbai,"Wednesday, September 6, 2017",,,,,,0
Mumbai,"Thursday, September 7, 2017",,,,,,0
Mumbai,"Friday, September 8, 2017",,,,,,0
Mumbai,"Saturday, September 9, 2017",,,,,,0
Mumbai,"Sunday, September 10, 2017",,,,,,0
Mumbai,"Monday, September 11, 2017",,,,,,0
Mumbai,"Tuesday, September 12, 2017",,,,,,0
Mumbai,"Wednesday, September 13, 2017",,,,,,0
Mumbai,"Thursday, September 14, 2017",,,,,,0
Mumbai,"Friday, September 15, 2017",,,,,,0
Mumbai,"Saturday, September 16, 2017",,,,,,0
Mumbai,"Sunday, September 17, 2017",,,,,,0
Mumbai,"Monday, September 18, 2017",,,,,,0
Mumbai,"Tuesday, September 19, 2017",,,,,,0
Mumbai,"Wednesday, September 20, 2017",,,,,,0
Mumbai,"Thursday, September 21, 2017",,,,,,0
Mumbai,"Friday, September 22, 2017",,,,,,0
Mumbai,"Saturday, September 23, 2017",,,,,,0
Mumbai,"Sunday, September 24, 2017",,,,,,0
Mumbai,"Monday, September 25, 2017",,,,,,0
Mumbai,"Tuesday, September 26, 2017",,,,,,0
Mumbai,"Wednesday, September 27, 2017",,,,,,0
Mumbai,"Thursday, September 28, 2017",,,,,,0
Mumbai,"Friday, September 29, 2017",,,,,,0
Mumbai,"Saturday, September 30, 2017",,,,,,0
Mumbai,"Sunday, October 1, 2017",,,,,,0
Mumbai,"Monday, October 2, 2017",,,,,,0
Mumbai,"Tuesday, October 3, 2017",,,,,,0
Mumbai,"Wednesday, October 4, 2017",,,,,,0
Mumbai,"Thursday, October 5, 2017",,,,,,0
Mumbai,"Friday, October 6, 2017",,,,,,0
Mumbai,"Saturday, October 7, 2017",,,,,,0
Mumbai,"Sunday, October 8, 2017",,,,,,0
Mumbai,"Monday, October 9, 2017",,,,,,0
Mumbai,"Tuesday, October 10, 2017",,,,,,0
Mumbai,"Wednesday, October 11, 2017",,,,,,0
Mumbai,"Thursday, October 12, 2017",,,,,,0
Mumbai,"Friday, October 13, 2017",,,,,,0
Mumbai,"Saturday, October 14, 2017",,,,,,0
Mumbai,"Sunday, October 15, 2017",,,,,,0
Mumbai,"Monday, October 16, 2017",,,,,,0
Mumbai,"Tuesday, October 17, 2017",,,,,,0
Mumbai,"Wednesday, October 18, 2017",,,,,,0
Mumbai,"Thursday, October 19, 2017",,,,,,0
Mumbai,"Friday, October 20, 2017",,,,,,0
Mumbai,"Saturday, October 21, 2017",,,,,,0
Mumbai,"Sunday, October 22, 2017",,,,,,0
Mumbai,"Monday, October 23, 2017",,,,,,0
Mumbai,"Tuesday, October 24, 2017",,,,,,0
Mumbai,"Wednesday, October 25, 2017",,,,,,0
Mumbai,"Thursday, October 26, 2017",,,,,,0
Mumbai,"Friday, October 27, 2017",,,,,,0
Mumbai,"Saturday, October 28, 2017",,,,,,0
Mumbai,"Sunday, October 29, 2017",,,,,,0
Mumbai,"Monday, October 30, 2017",,,,,,0
Mumbai,"Tuesday, October 31, 2017",,,,,,0
Mumbai,"Wednesday, November 1, 2017",,,,,,0
Mumbai,"Thursday, November 2, 2017",,,,,,0
Mumbai,"Friday, November 3, 2017",,,,,,0
Mumbai,"Saturday, November 4, 2017",,,,,,0
Mumbai,"Sunday, November 5, 2017",,,,,,0
Mumbai,"Monday, November 6, 2017",,,,,,0
Mumbai,"Tuesday, November 7, 2017",,,,,,0
Mumbai,"Wednesday, November 8, 2017",,,,,,0
Mumbai,"Thursday, November 9, 2017",,,,,,0
Mumbai,"Friday, November 10, 2017",,,,,,0
Mumbai,"Saturday, November 11, 2017",,,,,,0
Mumbai,"Sunday, November 12, 2017",,,,,,0
Mumbai,"Monday, November 13, 2017",,,,,,0
Mumbai,"Tuesday, November 14, 2017",,,,,,0
Mumbai,"Wednesday, November 15, 2017",,,,,,0
Mumbai,"Thursday, November 16, 2017",,,,,,0
Mumbai,"Friday, November 17, 2017",,,,,,0
Mumbai,"Saturday, November 18, 2017",,,,,,0
Mumbai,"Thursday, January 25, 2018",,,,,,0
Mumbai,"Friday, January 26, 2018",,,,,,0
Mumbai,"Saturday, January 27, 2018",,,,,,0
Mumbai,"Sunday, January 28, 2018",,,,,,0
Mumbai,"Monday, January 29, 2018",,,,,,0
Mumbai,"Tuesday, January 30, 2018",,,,,,0
Mumbai,"Wednesday, January 31, 2018",,,,,,0
Bengaluru,"Sunday, August 7, 2016",,,,10.86,,0
Bengaluru,"Wednesday, August 10, 2016",,,,10.95,,0
Delhi,"Saturday, August 12, 2017",,,,0,,0
Delhi,"Sunday, August 13, 2017",,,,0,,0
Mumbai,"Thursday, January 1, 2015",,,,27.38,,0
Mumbai,"Friday, January 2, 2015",,,,26.2,,0
Mumbai,"Saturday, January 3, 2015",,,,26.04,,0
Mumbai,"Sunday, January 4, 2015",,,,25.97,,0
Mumbai,"Monday, January 5, 2015",,,,25.18,,0
Mumbai,"Tuesday, January 6, 2015",,,,26.41,,0
Mumbai,"Wednesday, January 7, 2015",,,,27.08,,0
Mumbai,"Thursday, January 8, 2015",,,,27.48,,0
Mumbai,"Friday, January 9, 2015",,,,27.22,,0
Mumbai,"Saturday, January 10, 2015",,,,28.03,,0
Mumbai,"Sunday, January 11, 2015",,,,27.57,,0
Mumbai,"Monday, January 12, 2015",,,,28.44,,0
Mumbai,"Tuesday, January 13, 2015",,,,29.15,,0
Mumbai,"Wednesday, January 14, 2015",,,,28.59,,0
Mumbai,"Thursday, January 15, 2015",,,,27.83,,0
Mumbai,"Friday, January 16, 2015",,,,27.1,,0
Mumbai,"Saturday, January 17, 2015",,,,27.21,,0
Mumbai,"Sunday, January 18, 2015",,,,27.89,,0
Mumbai,"Monday, January 19, 2015",,,,26.78,,0
Mumbai,"Tuesday, January 20, 2015",,,,25.39,,0
Mumbai,"Wednesday, January 21, 2015",,,,25.04,,0
Mumbai,"Thursday, January 22, 2015",,,,24.28,,0
Mumbai,"Friday, January 23, 2015",,,,26.51,,0
Mumbai,"Saturday, January 24, 2015",,,,26.59,,0
Mumbai,"Sunday, January 25, 2015",,,,26.27,,0
Mumbai,"Monday, January 26, 2015",,,,26.86,,0
Mumbai,"Tuesday, January 27, 2015",,,,27.26,,0
Mumbai,"Wednesday, January 28, 2015",,,,26.45,,0
Mumbai,"Thursday, January 29, 2015",,,,26.3,,0
Mumbai,"Friday, January 30, 2015",,,,25.64,,0
Mumbai,"Saturday, January 31, 2015",,,,27.34,,0
Mumbai,"Sunday, February 1, 2015",,,,27.25,,0
Mumbai,"Monday, February 2, 2015",,,,26,,0
Mumbai,"Tuesday, February 3, 2015",,,,28.16,,0
Mumbai,"Wednesday, February 4, 2015",,,,29.13,,0
Mumbai,"Thursday, February 5, 2015",,,,28.98,,0
Mumbai,"Friday, February 6, 2015",,,,28.69,,0
Mumbai,"Saturday, February 7, 2015",,,,27.46,,0
Mumbai,"Sunday, February 8, 2015",,,,26.77,,0
Mumbai,"Monday, February 9, 2015",,,,28.25,,0
Mumbai,"Tuesday, February 10, 2015",,,,28.48,,0
Mumbai,"Wednesday, February 11, 2015",,,,27.56,,0
Mumbai,"Thursday, February 12, 2015",,,,27.86,,0
Mumbai,"Friday, February 13, 2015",,,,28,,0
Mumbai,"Saturday, February 14, 2015",,,,28.2,,0
Mumbai,"Sunday, February 15, 2015",,,,25.99,,0
Mumbai,"Monday, February 16, 2015",,,,25.47,,0
Mumbai,"Tuesday, February 17, 2015",,,,26.31,,0
Mumbai,"Wednesday, February 18, 2015",,,,25.14,,0
Mumbai,"Thursday, February 19, 2015",,,,25.22,,0
Mumbai,"Friday, February 20, 2015",,,,25.44,,0
Mumbai,"Saturday, February 21, 2015",,,,26.82,,0
Mumbai,"Sunday, February 22, 2015",,,,27.54,,0
Mumbai,"Monday, February 23, 2015",,,,29.02,,0
Mumbai,"Tuesday, February 24, 2015",,,,26.68,,0
Mumbai,"Wednesday, February 25, 2015",,,,26.41,,0
Mumbai,"Thursday, February 26, 2015",,,,26.85,,0
Mumbai,"Friday, February 27, 2015",,,,26.84,,0
Mumbai,"Saturday, February 28, 2015",,,,25.4,,0
Mumbai,"Sunday, March 1, 2015",,,,24.76,,0
Mumbai,"Monday, March 2, 2015",,,,27.32,,0
Mumbai,"Tuesday, March 3, 2015",,,,27.16,,0
Mumbai,"Wednesday, March 4, 2015",,,,27.37,,0
Mumbai,"Thursday, March 5, 2015",,,,28.75,,0
Mumbai,"Friday, March 6, 2015",,,,30.51,,0
Mumbai,"Saturday, March 7, 2015",,,,27.12,,0
Mumbai,"Sunday, March 8, 2015",,,,27.07,,0
Mumbai,"Monday, March 9, 2015",,,,44.83,,0
Mumbai,"Tuesday, March 10, 2015",,,,148.63,,0
Mumbai,"Wednesday, March 11, 2015",,,,159.94,,0
Mumbai,"Thursday, March 12, 2015",,,,141.44,,0
Mumbai,"Friday, March 13, 2015",,,,143.29,,0
Mumbai,"Saturday, March 14, 2015",,,,96.51,,0
Mumbai,"Sunday, March 15, 2015",,,,68.31,,0
Mumbai,"Monday, March 16, 2015",,,,77.33,,0
Mumbai,"Tuesday, March 17, 2015",,,,147.88,,0
Mumbai,"Wednesday, March 18, 2015",,,,146.64,,0
Mumbai,"Thursday, March 19, 2015",,,,192.23,,0
Mumbai,"Friday, March 20, 2015",,,,216.78,,0
Mumbai,"Saturday, March 21, 2015",,,,146.9,,0
Mumbai,"Sunday, March 22, 2015",,,,129.06,,0
Mumbai,"Monday, March 23, 2015",,,,69.39,,0
Mumbai,"Tuesday, March 24, 2015",,,,126.4,,0
Mumbai,"Wednesday, March 25, 2015",,,,133.37,,0
Mumbai,"Thursday, March 26, 2015",,,,75.96,,0
Mumbai,"Friday, March 27, 2015",,,,68.16,,0
Mumbai,"Saturday, March 28, 2015",,,,50.92,,0
Mumbai,"Sunday, March 29, 2015",,,,74.38,,0
Mumbai,"Monday, March 30, 2015",,,,83.22,,0
Mumbai,"Tuesday, March 31, 2015",,,,93.38,,0
Mumbai,"Wednesday, April 1, 2015",,,,149.29,,0
Mumbai,"Thursday, April 2, 2015",,,,89.25,,0
Mumbai,"Friday, April 3, 2015",,,,73.5,,0
Mumbai,"Saturday, April 4, 2015",,,,80.04,,0
Mumbai,"Sunday, April 5, 2015",,,,65.24,,0
Mumbai,"Monday, April 6, 2015",,,,74.24,,0
Mumbai,"Tuesday, April 7, 2015",,,,103.3,,0
Mumbai,"Wednesday, April 8, 2015",,,,88.63,,0
Mumbai,"Thursday, April 9, 2015",,,,53,,0
Mumbai,"Friday, April 10, 2015",,,,62,,0
Mumbai,"Saturday, April 11, 2015",,,,41.87,,0
Mumbai,"Sunday, April 12, 2015",,,,57.21,,0
Mumbai,"Monday, April 13, 2015",,,,66.13,,0
Mumbai,"Tuesday, April 14, 2015",,,,68.25,,0
Mumbai,"Wednesday, April 15, 2015",,,,14.12,,0
Mumbai,"Thursday, April 16, 2015",,,,25.34,,0
Mumbai,"Friday, April 17, 2015",,,,25.7,,0
Mumbai,"Saturday, April 18, 2015",,,,25.61,,0
Mumbai,"Sunday, April 19, 2015",,,,25.61,,0
Mumbai,"Monday, April 20, 2015",,,,30.29,,0
Mumbai,"Tuesday, April 21, 2015",,,,28.14,,0
Mumbai,"Wednesday, April 22, 2015",,,,28.16,,0
Mumbai,"Thursday, April 23, 2015",,,,28.19,,0
Mumbai,"Friday, April 24, 2015",,,,28.13,,0
Mumbai,"Saturday, April 25, 2015",,,,28.24,,0
Mumbai,"Sunday, April 26, 2015",,,,44.42,,0
Mumbai,"Monday, April 27, 2015",,,,66.93,,0
Mumbai,"Tuesday, April 28, 2015",,,,28.93,,0
Mumbai,"Wednesday, April 29, 2015",,,,28.81,,0
Mumbai,"Thursday, April 30, 2015",,,,28.97,,0
Mumbai,"Friday, May 1, 2015",,,,29.45,,0
Mumbai,"Saturday, May 2, 2015",,,,31.07,,0
Mumbai,"Sunday, May 3, 2015",,,,33.46,,0
Mumbai,"Monday, May 4, 2015",,,,31.89,,0
Mumbai,"Tuesday, May 5, 2015",,,,27.97,,0
Mumbai,"Wednesday, May 6, 2015",,,,28.01,,0
Mumbai,"Thursday, May 7, 2015",,,,46.54,,0
Mumbai,"Friday, May 8, 2015",,,,27.7,,0
Mumbai,"Saturday, May 9, 2015",,,,27.83,,0
Mumbai,"Sunday, May 10, 2015",,,,27.91,,0
Mumbai,"Monday, May 11, 2015",,,,27.9,,0
Mumbai,"Tuesday, May 12, 2015",,,,27.98,,0
Mumbai,"Wednesday, May 13, 2015",,,,25.47,,0
Mumbai,"Thursday, May 14, 2015",,,,23.08,,0
Mumbai,"Friday, May 15, 2015",,,,23.12,,0
Mumbai,"Saturday, May 16, 2015",,,,23.14,,0
Mumbai,"Sunday, May 17, 2015",,,,23.28,,0
Mumbai,"Monday, May 18, 2015",,,,23.2,,0
Mumbai,"Tuesday, May 19, 2015",,,,23.14,,0
Mumbai,"Wednesday, May 20, 2015",,,,23.11,,0
Mumbai,"Thursday, May 21, 2015",,,,23.22,,0
Mumbai,"Friday, May 22, 2015",,,,23.37,,0
Mumbai,"Saturday, May 23, 2015",,,,23.46,,0
Mumbai,"Sunday, May 24, 2015",,,,23.55,,0
Mumbai,"Monday, May 25, 2015",,,,23.41,,0
Mumbai,"Tuesday, May 26, 2015",,,,23.46,,0
Mumbai,"Wednesday, May 27, 2015",,,,23.5,,0
Mumbai,"Thursday, May 28, 2015",,,,23.57,,0
Mumbai,"Friday, May 29, 2015",,,,23.5,,0
Mumbai,"Saturday, May 30, 2015",,,,23.51,,0
Mumbai,"Sunday, May 31, 2015",,,,23.78,,0
Mumbai,"Monday, June 1, 2015",,,,23.69,,0
Mumbai,"Tuesday, June 2, 2015",,,,41.01,,0
Mumbai,"Wednesday, June 3, 2015",,,,57.53,,0
Mumbai,"Thursday, June 4, 2015",,,,23.38,,0
Mumbai,"Friday, June 5, 2015",,,,30.52,,0
Mumbai,"Saturday, June 6, 2015",,,,23.05,,0
Mumbai,"Sunday, June 7, 2015",,,,23.35,,0
Mumbai,"Monday, June 8, 2015",,,,22.96,,0
Mumbai,"Tuesday, June 9, 2015",,,,23,,0
Mumbai,"Wednesday, June 10, 2015",,,,23.06,,0
Mumbai,"Thursday, June 11, 2015",,,,23.02,,0
Mumbai,"Friday, June 12, 2015",,,,22.96,,0
Mumbai,"Saturday, June 13, 2015",,,,23.01,,0
Mumbai,"Sunday, June 14, 2015",,,,23.04,,0
Mumbai,"Monday, June 15, 2015",,,,23,,0
Mumbai,"Tuesday, June 16, 2015",,,,23,,0
Mumbai,"Wednesday, June 17, 2015",,,,24.84,,0
Mumbai,"Thursday, June 18, 2015",,,,23.16,,0
Mumbai,"Friday, June 19, 2015",,,,23.24,,0
Mumbai,"Saturday, June 20, 2015",,,,16.77,,0
Mumbai,"Sunday, June 21, 2015",,,,18.88,,0
Mumbai,"Monday, June 22, 2015",,,,18.87,,0
Mumbai,"Tuesday, June 23, 2015",,,,18.87,,0
Mumbai,"Wednesday, June 24, 2015",,,,18.85,,0
Mumbai,"Thursday, June 25, 2015",,,,18.95,,0
Mumbai,"Friday, June 26, 2015",,,,18.98,,0
Mumbai,"Saturday, June 27, 2015",,,,18.97,,0
Mumbai,"Sunday, June 28, 2015",,,,19.04,,0
